"Record ID","Item type","Content type","ISSN","Languages","Library of Congress classifications","Dewey classifications","Title","Other titles","Creators/Contributors","Publisher","Country of publication","Journal","Publication frequency","Year","Volume","Part/Number","Issue","Supplement","Season/Month","Start page","End page","Citation","British Library shelfmark"
"(Uk)EN010295221","article","text","0031-0182","","QE500","560.45","Major Paleozoic land plant evolutionary bio-events","Event Markers in Earth History","Geldsetzer, H. H. J. ; Gray, J. ; Nowlan, G. S.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","104","1/4","","","","153","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 104(1/4), 153. (1993)","6343.450000"
"(Uk)EN010295233","article","text","0031-0182","","QE500","560.45","Carbon isotope and iridium event markers near the Permian/Triassic boundary in the Meishan section, Zhejiang Province, China","Event Markers in Earth History","Dao-Yi, X. ; Geldsetzer, H. H. J. ; Nowlan, G. S. ; Zheng, Y.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","104","1/4","","","","171","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 104(1/4), 171. (1993)","6343.450000"
"(Uk)EN010295245","article","text","0031-0182","","QE500","560.45","A planktonic marker and Callovian-Oxfordian fragmentation of Gondwana: Data from Ogaden Basin, Ethiopia","Event Markers in Earth History","Brassier, M. ; Geldsetzer, H. H. J. ; Geleta, S. ; Nowlan, G. S.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","104","1/4","","","","177","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 104(1/4), 177. (1993)","6343.450000"
"(Uk)EN010295257","article","text","0031-0182","","QE500","560.45","The Cenomanian/Turonian boundary event in Central Poland","Event Markers in Earth History","Geldsetzer, H. H. J. ; Nowlan, G. S. ; Peryt, D. ; Wyrwicka, K.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","104","1/4","","","","185","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 104(1/4), 185. (1993)","6343.450000"
"(Uk)EN010295269","article","text","0031-0182","","QE500","560.45","Geochemistry of some K/T sections in India","Event Markers in Earth History","Bhandari, N. ; Castagnoli, G. C. ; Geldsetzer, H. H. J. ; Nowlan, G. S. ; Shukla, P. N.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","104","1/4","","","","199","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 104(1/4), 199. (1993)","6343.450000"
"(Uk)EN010295270","article","text","0031-0182","","QE500","560.45","Amino acid composition of dinosaur eggshells nearby the K/T boundary in Nanxiong Basin, Guangdong Province, China","Event Markers in Earth History","Chen, S.-X. ; Geldsetzer, H. H. J. ; Nowlan, G. S. ; Wang, J.-K. ; Zhao, Z.-K. ; Zhong, Y.-M.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","104","1/4","","","","213","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 104(1/4), 213. (1993)","6343.450000"
"(Uk)EN010295282","article","text","0031-0182","","QE500","560.45","Cretaceous/Tertiary boundary sections on the coast of the Black Sea near Bjala (Bulgaria)","Event Markers in Earth History","Aslanian, S. ; Geldsetzer, H. H. J. ; Grass, F. ; Nowlan, G. S. ; Preisinger, A. ; Stoykova, K.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","104","1/4","","","","219","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 104(1/4), 219. (1993)","6343.450000"
"(Uk)EN010295294","article","text","0031-0182","","QE500","560.45","Carbon isotope evidence for unusual plankton blooms and fluctuations of surface water CO in 'Strangelove Ocean' after terminal Cretaceous event","Event Markers in Earth History","Geldsetzer, H. H. J. ; Hollander, D. J. ; Hsue, K. J. ; McKenzie, J. A. ; Nowlan, G. S.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","104","1/4","","","","229","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 104(1/4), 229. (1993)","6343.450000"
"(Uk)EN010295300","article","text","0031-0182","","QE500","560.45","The Cretaceous/Paleogene boundary and planktonic foraminifera in the Flyschgosau (Eastern Alps, Austria)","Event Markers in Earth History","Boclet, D. ; Geldsetzer, H. H. J. ; Lahodynsky, R. ; Nowlan, G. S. ; Peryt, D. ; Rocchia, R.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","104","1/4","","","","239","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 104(1/4), 239. (1993)","6343.450000"
"(Uk)EN010295312","article","text","0031-0182","","QE500","560.45","Iridium and other platinum-group elements as geochemical markers in sedimentary environments","Event Markers in Earth History","Geldsetzer, H. H. J. ; Nowlan, G. S. ; Sawlowicz, Z.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","104","1/4","","","","253","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 104(1/4), 253. (1993)","6343.450000"
"(Uk)EN010295324","article","text","0031-0182","","QE500","560.45","Cometary impacts into ocean: their recognition and the threshold constraint for biological extinctions","Event Markers in Earth History","Geldsetzer, H. H. J. ; Jansa, L. F. ; Nowlan, G. S.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","104","1/4","","","","271","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 104(1/4), 271. (1993)","6343.450000"
"(Uk)EN010308690","article","text","0377-8398","","QE719","560","Deep-sea benthic foraminiferal species which exploit phytodetritus: Characteristic features and controls on distribution","","Gooday, A. J.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1993","22","3","","","","187","","MARINE MICROPALAEONTOLOGY 22(3), 187. (1993)","5376.400000"
"(Uk)EN010308707","article","text","0377-8398","","QE719","560","Temporary repopulation by low-oxygen tolerant benthic foraminifera within an Upper Pliocene sapropel: Evidence for the role of oxygen depletion in the formation of sapropels","","De Stigter, H. C. ; Rohling, E. J. ; Vergnaud-Grazzini, C. ; Zaalberg, R.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1993","22","3","","","","207","","MARINE MICROPALAEONTOLOGY 22(3), 207. (1993)","5376.400000"
"(Uk)EN010308719","article","text","0377-8398","","QE719","560","Intraspecific stable isotope variability in the planktic foraminifera Globigerinoides sacculifer. Results from laboratory experiments","","Lea, D. W. ; Spero, H. J.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1993","22","3","","","","221","","MARINE MICROPALAEONTOLOGY 22(3), 221. (1993)","5376.400000"
"(Uk)EN010308720","article","text","0377-8398","","QE719","560","Vertical thermal structure evolution of Miocene surface waters: Western equatorial Pacific DSDP Site 289","","Gasperi, J. T. ; Kennett, J. P.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1993","22","3","","","","235","","MARINE MICROPALAEONTOLOGY 22(3), 235. (1993)","5376.400000"
"(Uk)EN010308732","article","text","0377-8398","","QE719","560","Florisphaera profunda, a possible nannoplankton indicator of late Quaternary changes in sea-water turbidity at the northwestern margin of the Pacific","","Ahagon, N. ; Tanaka, Y. ; Ujiie, H.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1993","22","3","","","","255","","MARINE MICROPALAEONTOLOGY 22(3), 255. (1993)","5376.400000"
"(Uk)EN011237587","article","text","0251-1223","","QH301","560","Injury Response of Rice and White Bean to Ozone and A Sulphur dioxide/Ozone Mixture after a Sulphur dioxide Pre-exposure","","Kant, R. ; Tripathi, A. ; Tripathi, B. D.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","115","","GEOBIOS -JODHPUR 20(3), 115. (1993)","4116.901500"
"(Uk)EN011237599","article","text","0251-1223","","QH301","560","Limnological Study of Lakshmital Lake Jhansi, India during Rainy Season","","Gurudeo, A. S. ; Mansoori, H. A. ; Tiwari, J. P.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","120","","GEOBIOS -JODHPUR 20(3), 120. (1993)","4116.901500"
"(Uk)EN011237605","article","text","0251-1223","","QH301","560","Preference of Substratum in three Freshwater Snails Lymnaea luteola, Indoplanarbis exustus and Thiara tuberculata","","Annapurna, C. ; Bhavanarayana, P. V.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","123","","GEOBIOS -JODHPUR 20(3), 123. (1993)","4116.901500"
"(Uk)EN011237617","article","text","0251-1223","","QH301","560","Viability of Microfungal Hyphae in Tropical Forest Soils","","Basu, S. ; Behera, N. ; Pati, D. P. ; Sahoo, S. K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","127","","GEOBIOS -JODHPUR 20(3), 127. (1993)","4116.901500"
"(Uk)EN011237629","article","text","0251-1223","","QH301","560","Some effects of Crude Oil in the Marine Gastropod Nerita albicilla (Linnaeus)","","Annapurna, C. ; Bhavanarayana, P. V.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","132","","GEOBIOS -JODHPUR 20(3), 132. (1993)","4116.901500"
"(Uk)EN011237630","article","text","0251-1223","","QH301","560","Effect of Photoperiod and Temperature on Metabolic contents in Ovotestis of a Snail, Cerastus moussonianus","","Kulkarni, A. B. ; Magare, S. R.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","136","","GEOBIOS -JODHPUR 20(3), 136. (1993)","4116.901500"
"(Uk)EN011237642","article","text","0251-1223","","QH301","560","Metabolic Changes and Electrolytic Conductivity in Soybean leaves infected by Xanthomonas campestris pv. Phaseoli-sojense","","Khare, N. ; Shukla, C. S.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","140","","GEOBIOS -JODHPUR 20(3), 140. (1993)","4116.901500"
"(Uk)EN011237654","article","text","0251-1223","","QH301","560","Studies on the Phytotoxicity of a few Pesticides","","Kabilan, V. ; Murugesan, K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","143","","GEOBIOS -JODHPUR 20(3), 143. (1993)","4116.901500"
"(Uk)EN011237666","article","text","0251-1223","","QH301","560","On the Clutch Size, Egg laying schedule, Hatching patterns and stay of Nestlings of Indian Hoopoe (Upupa epops)","","Ahmad, I. ; Gupta, R. C.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","148","","GEOBIOS -JODHPUR 20(3), 148. (1993)","4116.901500"
"(Uk)EN011237678","article","text","0251-1223","","QH301","560","Effect of Nitrate Application on Leaf growth, Nodulation and Nodular Proteins in Cowpea","","Raghava, N. ; Raghava, R. P.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","151","","GEOBIOS -JODHPUR 20(3), 151. (1993)","4116.901500"
"(Uk)EN011237680","article","text","0251-1223","","QH301","560","A Study on the role of Abiotic factors on the activity of Agripnus bipunctatus","","Gupta, R. C.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","157","","GEOBIOS -JODHPUR 20(3), 157. (1993)","4116.901500"
"(Uk)EN011237691","article","text","0251-1223","","QH301","560","A Study on the effects of certain Abiotic factors on the activity of Rhinyptia indica Bur","","Gupta, R. C.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","161","","GEOBIOS -JODHPUR 20(3), 161. (1993)","4116.901500"
"(Uk)EN011237708","article","text","0251-1223","","QH301","560","Effect of Endosulfan and Methyl Parathion on Germination and Seedling growth of Jowar","","Misal, B. ; Sabale, A.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","166","","GEOBIOS -JODHPUR 20(3), 166. (1993)","4116.901500"
"(Uk)EN011237710","article","text","0251-1223","","QH301","560","Monocos (Monocrotophos) Toxicity to Thiara tuberculata","","Lomte, V. S. ; Mule, M. B.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","171","","GEOBIOS -JODHPUR 20(3), 171. (1993)","4116.901500"
"(Uk)EN011237721","article","text","0251-1223","","QH301","560","Comparative Toxicity of Solfac (10% Cyfluthrin) and a crude Neem extract (RB-A) on Alphitobious diaperinus","","Akhtar, K. ; Arshad Azmi, M. ; Naqvi, S. N. H. ; Yasmin, K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","175","","GEOBIOS -JODHPUR 20(3), 175. (1993)","4116.901500"
"(Uk)EN011237733","article","text","0251-1223","","QH301","560","Effect of Fungicides and Antibiotics on Growth and Sporulation of Alternaria species","","Patil, N. N.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","178","","GEOBIOS -JODHPUR 20(3), 178. (1993)","4116.901500"
"(Uk)EN011237745","article","text","0251-1223","","QH301","560","Relation between Reservoir Weeds and Reproduction in Mylabris pustulata Thunb","","Jeyachandran, A. ; Jeyakumar, G. ; Krishnan, N.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","180","","GEOBIOS -JODHPUR 20(3), 180. (1993)","4116.901500"
"(Uk)EN011237757","article","text","0251-1223","","QH301","560","Bioabsorption of Para Nitrophenol by Portulaca grandiflora","","Nandy, S. C. ; Sivaparvathi, M. ; Suseela Rajkumar, G.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","3","","","","182","","GEOBIOS -JODHPUR 20(3), 182. (1993)","4116.901500"
"(Uk)EN011715904","article","text","0251-1223","","QH301","560","Effects of Dimethoate on Ascorbic acid in some metabolically active tissues of male toad, Bufo melanostictus","","Dasgupta, S. ; Pradhan, P. K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","2","","","","57","","GEOBIOS -JODHPUR 20(2), 57. (1993)","4116.901500"
"(Uk)EN011715916","article","text","0251-1223","","QH301","560","The Physico-chemical and Hydro-biological features of three stagnant water sources in Darjeeling Hills","","Chakrabarty, D. ; Saha, G. K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","2","","","","61","","GEOBIOS -JODHPUR 20(2), 61. (1993)","4116.901500"
"(Uk)EN011715928","article","text","0251-1223","","QH301","560","Ammonia production and Detoxification in Fischoederius cobbaldi (Porier, 1983)","","Raghavendra Rao, B. ; Vanaja, D.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","2","","","","66","","GEOBIOS -JODHPUR 20(2), 66. (1993)","4116.901500"
"(Uk)EN011715930","article","text","0251-1223","","QH301","560","Nutrient uptake and quality of Sesame as influenced by irrigation in sandy loam soils","","Mathew, T. ; Mohammed Kunju, U.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","2","","","","71","","GEOBIOS -JODHPUR 20(2), 71. (1993)","4116.901500"
"(Uk)EN011715941","article","text","0251-1223","","QH301","560","Na⁺K⁺-AT Pase in the Avian nasal Salt glands: A Comparative study","","More, N. K. ; Patil, K. P.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","2","","","","76","","GEOBIOS -JODHPUR 20(2), 76. (1993)","4116.901500"
"(Uk)EN011715953","article","text","0251-1223","","QH301","560","Colour Preference and Sensitivity to Pesticides in Sepsis nitens","","Modassir, Y.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","2","","","","81","","GEOBIOS -JODHPUR 20(2), 81. (1993)","4116.901500"
"(Uk)EN011715965","article","text","0251-1223","","QH301","560","Effect of Environmental and Nutritional factors on the growth of some Mucorales","","Chauhan, K. K. S. ; Senger, R. S.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","2","","","","95","","GEOBIOS -JODHPUR 20(2), 95. (1993)","4116.901500"
"(Uk)EN011715977","article","text","0251-1223","","QH301","560","Haematological changes following Vanadium exposure","","Kasibhatla, U. ; Rai, V.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","2","","","","85","","GEOBIOS -JODHPUR 20(2), 85. (1993)","4116.901500"
"(Uk)EN011715989","article","text","0251-1223","","QH301","560","Biology of two Temple tanks at Kovur and Truninravur","","Revathi, K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","2","","","","100","","GEOBIOS -JODHPUR 20(2), 100. (1993)","4116.901500"
"(Uk)EN011715990","article","text","0251-1223","","QH301","560","Effect of Distension of Duodenum on Blood pressure, Heart rate, amplitude and Respiration of dog","","Manindra Nath Mishra","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","2","","","","104","","GEOBIOS -JODHPUR 20(2), 104. (1993)","4116.901500"
"(Uk)EN011716003","article","text","0251-1223","","QH301","560","Effect of Distillery effluent on Seed germination, Seedling growth and Pigment content of Vigna mungo (L.) Hepper (C.V.T. 9)","","Kannabiran, B. ; Pragasam, A.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","2","","","","108","","GEOBIOS -JODHPUR 20(2), 108. (1993)","4116.901500"
"(Uk)EN011716015","article","text","0251-1223","","QH301","560","Amino Acid differentiation in Two spp. of Eragrostis","","Khandelwal, V. K. ; Sen, D. N.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","2","","","","113","","GEOBIOS -JODHPUR 20(2), 113. (1993)","4116.901500"
"(Uk)EN012353248","article","text","0377-8398","","QE719","560","Middle Miocene paleoceanography of the western equatorial Pacific (DSDP site 289) and the evolution of Globorotalia (Fohsella)","","Hodell, D. A. ; Vayavananda, A.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1993","22","4","","","","279","","MARINE MICROPALAEONTOLOGY 22(4), 279. (1993)","5376.400000"
"(Uk)EN012353250","article","text","0377-8398","","QE719","560","A late early Albian marine transgressive pulse over northeastern Australia, precursor to epeiric basin anoxia: Foraminiferal evidence","","Haig, D. W. ; Lynch, D. A.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1993","22","4","","","","311","","MARINE MICROPALAEONTOLOGY 22(4), 311. (1993)","5376.400000"
"(Uk)EN012377666","article","text","0031-0182","","QE500","560.45","Nature and development of Late Mesozoic and Early Cenozoic sedimentary basins in southwest Japan","Sedimentary and Biological Environments During the Late Mesozoic to Early Tertiary at the Eastern Margin of the Asian Continent","Chang, K.-H. ; Mateer, N. J. ; Okada, H. ; Sakai, T. ; Tandon, S. K.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","105","1/2","","","","3","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 105(1/2), 3. (1993)","6343.450000"
